Date,Team 1,Team 2,Team 1 1st Half,Team 2 1st Half,Team 1 2nd Half,Team 2 2nd Half,Team 1 Final,Team 2 Final,Team 1 Winner,Team 2 Winner
11/18/15,Morgan State,Old Dominion,29,46,19,33,48,79,0,1
11/18/15,Quinnipiac,Vermont,36,45,34,38,70,83,0,1
11/18/15,Emerson,Bryant,35,40,34,42,69,82,0,1
11/18/15,Belmont Abbey,Elon,32,42,25,42,57,84,0,1
11/18/15,Grace Bible,Coastal Caro.,30,54,37,50,67,104,0,1
11/18/15,Eastern Mich.,Oakland,32,39,49,52,81,91,0,1
11/18/15,Bucknell,Robert Morris,39,31,42,45,81,76,1,0
11/18/15,Army West Point,Fairleigh D'son,52,39,44,46,96,85,1,0
11/18/15,Western Ky.,Belmont,43,52,42,38,85,90,0,1
11/18/15,John. & Wales (N.C.),Charleston So.,18,46,47,51,65,97,0,1
11/18/15,Toccoa Falls,Presbyterian,36,59,39,57,75,116,0,1
11/18/15,Prairie View A&M;,Houston,33,52,36,58,69,110,0,1
11/18/15,IPFW,Austin Peay,43,39,37,38,80,77,1,0
11/18/15,Fairfield,Northwestern,29,39,43,40,72,79,0,1
11/18/15,Fisk,Tennessee State,27,41,23,31,50,72,0,1
11/18/15,Indiana-Kokomo,Valparaiso,18,53,22,25,40,78,0,1
11/18/15,Valley City St.,North Dakota St.,26,28,23,41,49,69,0,1
11/18/15,Saint Louis,SIUE,32,25,38,35,70,60,1,0
11/18/15,Mississippi Coll.,Southeastern La.,25,33,44,43,69,76,0,1
11/18/15,Kent State,Southern Ill.,29,34,40,38,69,72,0,1
11/18/15,Akron,Arkansas,37,29,51,51,88,80,1,0
11/18/15,Indiana-Northwest,Chicago State,29,44,35,61,64,105,0,1
11/18/15,Kennesaw State,Arizona State,24,35,29,56,53,91,0,1
11/18/15,Utah Valley,Denver,33,45,29,30,62,75,0,1
11/18/15,Loyola Chicago,New Mexico,19,38,32,37,51,75,0,1
11/18/15,CSU Mont. Bay,Cal Poly,31,31,31,40,62,71,0,1
11/18/15,San Diego Christian,San Diego State,20,36,41,35,61,71,0,1
11/18/15,Tennessee Tech,New Mexico St.,36,33,27,43,63,76,0,1
11/18/15,Fresno Pacific,UC Davis,24,37,22,39,46,76,0,1
11/18/15,Vanguard,CSUN,26,39,26,33,52,72,0,1
11/18/15,Southern Utah,UNLV,31,45,33,39,64,84,0,1
11/18/15,Goldey-Beacom,Coppin State,41,29,32,51,73,80,0,1
11/19/15,Virginia,Bradley,37,25,45,32,82,57,1,0
11/19/15,Boise State,Arizona,42,44,34,44,76,88,0,1
11/19/15,Creighton,Indiana,32,51,33,35,65,86,0,1
11/19/15,Utah,Texas Tech,36,33,37,30,73,63,1,0
11/19/15,Stony Brook,Vanderbilt,34,30,32,36,6,13,0,1
11/19/15,Butler,Missouri State,49,25,44,34,93,59,1,0
11/19/15,South Alabama,LSU,28,40,38,38,66,78,0,1
11/19/15,Oklahoma State,Towson,32,21,37,31,69,52,1,0
11/19/15,Miami (Fla.),Mississippi St.,59,35,46,44,105,79,1,0
11/19/15,Cent. Conn. St.,Boston College,33,45,24,37,57,82,0,1
11/19/15,Mid-Atlantic Christ.,Citadel,26,83,34,49,60,132,0,1
11/19/15,Geo. Washington,South Florida,33,30,40,37,73,67,1,0
11/19/15,Furman,Charlotte,34,29,34,48,68,77,0,1
11/19/15,Maine,LIU Brooklyn,41,39,38,45,79,84,0,1
11/19/15,Yale,Lehigh,36,28,43,39,79,67,1,0
11/19/15,Alabama State,Mercer,16,37,33,33,49,70,0,1
11/19/15,Long Beach St.,Seton Hall,46,39,34,38,80,77,1,0
11/19/15,Colgate,Albany,30,43,37,45,67,88,0,1
11/19/15,Emmanuel (Ga.),Georgia State,24,39,34,38,58,77,0,1
11/19/15,Green Bay,Georgia Tech,30,56,47,51,77,107,0,1
11/19/15,Central Ark.,Massachusetts,30,41,32,48,62,89,0,1
11/19/15,Texas Southern,Clemson,33,31,23,45,56,76,0,1
11/19/15,Hartford,St. Peter's,31,40,36,26,67,66,1,0
11/19/15,Marshall,Tennessee,38,35,36,49,74,84,0,1
11/19/15,Wash. Advent.,William & Mary,30,42,30,43,60,85,0,1
11/19/15,Rutgers,St. John's ,33,26,26,35,59,61,0,1
11/19/15,New Hampshire,Holy Cross,34,30,39,39,73,69,1,0
11/19/15,Navy,S.C. Upstate,34,19,33,36,67,55,1,0
11/19/15,Mobile,Nicholls State,34,30,24,50,58,80,0,1
11/19/15,Boston U.,NJIT,31,38,45,52,76,90,0,1
11/19/15,La.-Monroe,N'western St.,46,32,34,32,80,64,1,0
11/19/15,Trinity Christian,Valparaiso,27,48,15,41,42,89,0,1
11/19/15,Tulane,Southern Univ.,35,39,47,51,82,90,0,1
11/19/15,South Dakota St.,Illinois State,51,32,32,35,83,67,1,0
11/19/15,UAB,Troy,32,24,47,39,79,63,1,0
11/19/15,Southeast Mo. St.,Alabama A&M;,26,28,30,46,56,74,0,1
11/19/15,Delaware State,Nebraska,32,46,28,29,60,75,0,1
11/19/15,Toccoa Falls,Gardner-Webb,37,68,42,57,79,125,0,1
11/19/15,Grambling,Memphis,36,40,29,43,65,83,0,1
11/19/15,Texas A&M-C.C.;,Texas A&M;,34,47,36,48,70,95,0,1
11/19/15,Houston Baptist,TCU,19,44,44,46,63,90,0,1
11/19/15,Pensacola Christian,New Orleans,26,40,31,54,57,94,0,1
11/19/15,Miss. Valley St.,Air Force,43,29,21,36,64,65,0,1
11/19/15,Iowa,Marquette,48,21,41,40,89,61,1,0
11/19/15,N.M. Highlands,Wyoming,30,50,37,33,67,83,0,1
11/19/15,Loyola Marym't,Colorado State,37,34,38,49,75,83,0,1
11/19/15,Oregon State,Rice,44,33,33,36,77,69,1,0
11/19/15,Antelope Valley,Weber State,20,39,27,51,47,90,0,1
11/19/15,San Francisco,Fresno State,27,37,44,41,71,78,0,1
11/19/15,Santa Clara,UC Riverside,28,33,35,44,63,77,0,1
11/19/15,Mt. St. Mary's,Washington,28,51,39,49,67,100,0,1
11/19/15,Pepperdine,UCLA,34,48,33,33,67,81,0,1
11/19/15,SMU,Stanford,39,31,46,39,85,70,1,0
11/19/15,Temple,Minnesota,31,26,44,44,75,70,1,0
11/19/15,Mississippi,George Mason,32,33,30,35,62,68,0,1
11/20/15,Wright State,Kentucky,26,39,37,39,63,78,0,1
11/20/15,Rider,Maryland,31,29,27,36,58,65,0,1
11/20/15,Duke,VCU,38,39,41,32,79,71,1,0
11/20/15,Long Beach St.,Virginia,23,41,29,46,52,87,0,1
11/20/15,McNeese State,Oklahoma,24,41,32,44,56,85,0,1
11/20/15,East Tenn. St.,Villanova,27,49,24,37,51,86,0,1
11/20/15,Ark.-Pine Bluff,Michigan State,19,46,27,46,46,92,0,1
11/20/15,East Carolina,California,26,31,36,39,62,70,0,1
11/20/15,Miami (Fla.),Utah,46,32,44,34,90,66,1,0
11/20/15,Jackson State,Baylor,24,29,36,48,60,77,0,1
11/20/15,Temple,Butler,31,35,38,39,69,74,0,1
11/20/15,Xavier,Michigan,45,36,41,34,86,70,1,0
11/20/15,Savannah State,Oregon,24,42,35,35,59,77,0,1
11/20/15,Oral Roberts,Tennessee-Martin,32,28,38,38,70,66,1,0
11/20/15,Ohio,Tulsa,54,37,34,53,88,90,0,1
11/20/15,George Mason,Oklahoma State,26,22,30,34,15,12,0,1
11/20/15,Fresno Pacific,CSU Bakersfield,31,43,37,38,68,81,0,1
11/20/15,FIU,James Madison,28,29,33,35,61,64,0,1
11/20/15,Hofstra,Florida State,41,35,41,42,82,77,1,0
11/20/15,Mississippi,Towson,48,26,28,34,76,60,1,0
11/20/15,Siena,Radford,31,24,45,38,76,62,1,0
11/20/15,Wisconsin,Georgetown,22,27,39,44,61,71,0,1
11/20/15,Mississippi St.,Texas Tech,32,41,40,33,72,74,0,1
11/20/15,Ball State,Eastern Kentucky,42,43,39,46,81,89,0,1
11/20/15,DePaul,South Carolina,28,37,33,39,61,76,0,1
11/20/15,Medgar Evers,Howard,36,57,28,49,64,106,0,1
11/20/15,Delaware,Iona,35,47,42,45,77,92,0,1
11/20/15,Murray State,Georgia,27,29,25,34,52,63,0,1
11/20/15,Texas-Arlington,Ohio State,32,34,41,34,73,68,1,0
11/20/15,Florida Col.,Jacksonville,25,41,38,40,63,81,0,1
11/20/15,Prairie View A&M;,Bryant,20,43,38,28,58,71,0,1
11/20/15,Lipscomb,Miami (Ohio),38,36,30,34,68,70,0,1
11/20/15,Penn State,Duquesne,26,37,26,41,52,78,0,1
11/20/15,Jacksonville St.,Winthrop,31,41,38,39,69,80,0,1
11/20/15,Stetson,West Virginia,35,51,27,52,62,103,0,1
11/20/15,Appalachian St.,Hampton,36,42,25,40,61,82,0,1
11/20/15,Seton Hall,Bradley,34,25,33,34,67,59,1,0
11/20/15,Detroit,Pittsburgh,41,46,38,49,79,95,0,1
11/20/15,La.-Lafayette,Alabama,39,55,54,50,93,105,0,1
11/20/15,South Dakota,Kansas State,42,39,30,54,72,93,0,1
11/20/15,Texas A&M-King.;,UTRGV,23,42,33,36,56,78,0,1
11/20/15,Columbia,Northwestern,35,28,39,46,6,9,0,1
11/20/15,Trinity Int'l,Milwaukee,26,41,35,44,61,85,0,1
11/20/15,Charleston So.,Arkansas,32,49,43,44,75,93,0,1
11/20/15,Indiana State,Norfolk State,31,26,39,35,70,61,1,0
11/20/15,S. Carolina St.,Longwood,39,30,44,47,83,77,1,0
11/20/15,Embry-Riddle (FL),Northern Ariz.,24,36,33,54,57,90,0,1
11/20/15,Adams State,BYU,29,42,27,55,56,97,0,1
11/20/15,Portland,Colorado,35,42,28,43,63,85,0,1
11/20/15,Union (Tenn.),Utah State,14,38,35,35,49,73,0,1
11/20/15,Antelope Valley,Utah Valley,29,59,31,45,60,104,0,1
11/20/15,Ga. Southern,Auburn,36,37,26,55,62,92,0,1
11/20/15,Holy Names,Sacramento St.,27,45,29,51,56,96,0,1
11/20/15,San Jose State,Montana State,31,42,38,39,69,81,0,1
11/20/15,Minnesota,Missouri State,44,31,30,38,74,69,1,0
11/20/15,Siena Heights,Eastern Mich.,12,39,22,40,34,79,0,1
11/20/15,Idaho State,Washington St.,37,44,30,41,67,85,0,1
11/21/15,North Carolina,UNI,41,32,26,39,67,71,0,1
11/21/15,Emporia State,Wichita State,13,38,41,38,54,76,0,1
11/21/15,Mt. St. Mary's,Gonzaga,29,41,27,60,56,101,0,1
11/21/15,Mass.-Lowell,Notre Dame,26,40,31,43,57,83,0,1
11/21/15,Furman,Connecticut,19,39,39,44,58,83,0,1
11/21/15,Purdue,Old Dominion,28,18,33,21,61,39,1,0
11/21/15,Kentucky State,IUPUI,39,37,43,49,82,86,0,1
11/21/15,Stony Brook,Western Ky.,33,38,33,29,66,67,0,1
11/21/15,Charleston,Davidson,45,52,36,30,81,82,0,1
11/21/15,Northeastern,Lipscomb,31,29,48,38,79,67,1,0
11/21/15,Belmont,Evansville,35,45,53,48,88,93,0,1
11/21/15,Southern Ill.,Sam Houston St.,33,37,44,40,9,4,0,1
11/21/15,Piedmont Int'l,Coastal Caro.,11,60,24,56,35,116,0,1
11/21/15,S. Carolina St.,Eastern Kentucky,36,43,46,49,82,92,0,1
11/21/15,William & Mary,Dayton,30,21,36,48,66,69,0,1
11/21/15,Fairleigh D'son,Fordham,22,35,40,50,62,85,0,1
11/21/15,Bob Jones,S.C. Upstate,37,48,46,31,83,79,1,0
11/21/15,Eureka,Northern Ill.,25,58,27,42,52,100,0,1
11/21/15,South Dakota St.,TCU,43,32,33,35,76,67,1,0
11/21/15,Central Penn,Liberty,21,40,29,46,50,86,0,1
11/21/15,Maine,Wagner,41,44,32,43,73,87,0,1
11/21/15,Monmouth,Drexel,31,37,51,37,82,74,1,0
11/21/15,Florida,Saint Joseph's,34,33,40,30,74,63,1,0
11/21/15,SIUE,IPFW,29,45,38,42,67,87,0,1
11/21/15,Penn,Washington,30,54,37,50,67,104,0,1
11/21/15,Trinity Int'l,Chicago State,32,32,38,49,70,81,0,1
11/21/15,Cornell,Canisius,33,36,29,51,62,87,0,1
11/21/15,Florida Atlantic,Miami (Ohio),28,23,47,46,75,69,1,0
11/21/15,Bowling Green,North Dakota,34,41,25,36,59,77,0,1
11/21/15,UALR,San Diego State,26,19,23,24,49,43,1,0
11/21/15,UNC-Asheville,Texas A&M;,23,33,24,42,47,75,0,1
11/21/15,Lafayette,NJIT,27,44,39,36,66,80,0,1
11/21/15,Morgan State,Campbell,24,24,35,30,59,54,1,0
11/21/15,Prairie View A&M;,Radford,24,29,32,35,56,64,0,1
11/21/15,Ohio,Norfolk State,47,27,46,44,93,71,1,0
11/21/15,Austin Peay,Cal Poly,32,34,32,39,64,73,0,1
11/21/15,Longwood,Ball State,31,32,36,46,67,78,0,1
11/21/15,Toledo,Loyola Chicago,39,24,23,45,62,69,0,1
11/21/15,Oregon State,UC Santa Barb.,43,35,28,24,71,59,1,0
11/21/15,Niagara,Vermont,35,36,32,49,67,85,0,1
11/21/15,Oral Roberts,James Madison,39,28,35,36,74,64,1,0
11/21/15,Central Ark.,Rutgers,38,38,46,49,84,87,0,1
11/21/15,Bethune-Cookman,Richmond,28,40,36,49,64,89,0,1
11/21/15,San Diego,CSU Fullerton,28,30,27,37,55,67,0,1
11/21/15,Florida State,DePaul,43,26,40,41,83,67,1,0
11/21/15,Marist,Kent State,32,36,40,43,72,79,0,1
11/21/15,Boston U.,South Florida,34,32,44,34,78,66,1,0
11/21/15,UNC-Greensboro,UCF,28,29,26,36,54,65,0,1
11/21/15,Citadel,Presbyterian,42,50,37,45,79,95,0,1
11/21/15,SUNY Oneonta,Albany,32,50,17,42,49,92,0,1
11/21/15,VMI,Virginia Tech,29,29,23,47,52,76,0,1
11/21/15,Brown,Providence,35,45,38,49,73,94,0,1
11/21/15,Youngstown St.,FGCU,42,33,27,36,32,35,0,1
11/21/15,Sacred Heart,Fairfield,34,45,38,27,7,11,0,1
11/21/15,Western Caro.,High Point,34,45,35,30,69,75,0,1
11/21/15,American,St. Francis (Pa.),12,37,36,31,48,68,0,1
11/21/15,Elon,Syracuse,23,29,32,37,55,66,0,1
11/21/15,Houston Baptist,Illinois State,26,28,30,44,56,72,0,1
11/21/15,Loyola (Md.),St. Bonaventure,34,50,48,44,82,94,0,1
11/21/15,Bucknell,Manhattan,43,36,37,31,80,67,1,0
11/21/15,Kennesaw State,Samford,29,43,36,34,65,77,0,1
11/21/15,UMBC,Northern Colo.,32,30,49,42,81,72,1,0
11/21/15,Siena,Bryant,40,23,38,36,78,59,1,0
11/21/15,Lamar,Delaware State,41,23,36,43,77,66,1,0
11/21/15,Buffalo,N.C. A&T;,35,27,51,41,86,68,1,0
11/21/15,Tennessee-Martin,FIU,23,42,39,27,62,69,0,1
11/21/15,Cleveland State,Rhode Island,19,39,26,34,45,73,0,1
11/21/15,UMKC,Drake,37,41,42,32,79,73,1,0
11/21/15,Florida A&M;,Houston,20,47,32,50,52,97,0,1
11/21/15,Texas A&M-C.C.;,Texas,28,37,28,30,56,67,0,1
11/21/15,Middle Tenn.,Tennessee State,37,30,32,36,69,66,1,0
11/21/15,Oakwood,Alabama A&M;,36,49,53,48,89,97,0,1
11/21/15,St. Francis (B'klyn),Saint Louis,30,32,30,44,60,76,0,1
11/21/15,Western Illinois,Eastern Illinois,33,37,50,26,83,63,1,0
11/21/15,Louisiana Tech,Grambling,43,24,43,43,86,67,1,0
11/21/15,Chattanooga,Illinois,39,32,42,45,81,77,1,0
11/21/15,UTSA,Southern Utah,36,36,46,43,82,79,1,0
11/21/15,Carroll (Mont.),Montana,26,40,35,30,61,70,0,1
11/21/15,Miss. Valley St.,New Mexico St.,26,49,20,36,46,85,0,1
11/21/15,St. Peter's,Princeton,31,34,41,41,72,75,0,1
11/21/15,Texas State,UTEP,30,37,32,40,62,77,0,1
11/21/15,Linfield,Idaho,31,41,28,44,59,85,0,1
11/21/15,UC Riverside,San Francisco,24,23,33,35,57,58,0,1
11/21/15,Nevada,Pacific,32,24,33,41,20,17,0,1
11/21/15,New Mexico,USC,31,48,51,42,82,90,0,1
11/21/15,North Florida,Louisville,41,43,20,46,61,89,0,1
11/21/15,Md.-East. Shore,Wofford,34,35,29,38,63,73,0,1
11/22/15,Duke,Georgetown,42,47,44,37,86,84,1,0
11/22/15,George Mason,Virginia,39,47,27,36,66,83,0,1
11/22/15,Akron,Villanova,31,38,25,37,56,75,0,1
11/22/15,N'western St.,Arizona,21,34,21,27,42,61,0,1
11/22/15,Temple,Utah,30,39,38,35,68,74,0,1
11/22/15,Florida,Purdue,38,43,32,42,70,85,0,1
11/22/15,Butler,Miami (Fla.),29,42,46,43,75,85,0,1
11/22/15,Valparaiso,Oregon,35,33,32,40,67,73,0,1
11/22/15,Oral Roberts,FIU,22,29,40,33,14,8,0,1
11/22/15,Minnesota-Duluth,Green Bay,39,38,35,56,74,94,0,1
11/22/15,Ark.-Pine Bluff,Cincinnati,15,39,35,60,50,99,0,1
11/22/15,Towson,Bradley,35,24,27,36,62,60,1,0
11/22/15,Longwood,Eastern Kentucky,43,42,54,68,97,110,0,1
11/22/15,East Tenn. St.,Georgia Tech,27,32,42,36,69,68,1,0
11/22/15,Holy Cross,Quinnipiac,30,26,26,36,56,62,0,1
11/22/15,Omaha,Colorado,38,32,44,55,82,87,0,1
11/22/15,Cal Poly,UMBC,34,27,44,38,78,65,1,0
11/22/15,Northeastern,Miami (Ohio),32,29,29,38,61,67,0,1
11/22/15,Minnesota,Texas Tech,28,34,40,47,68,81,0,1
11/22/15,Niagara,N.C. A&T;,37,36,36,36,73,72,1,0
11/22/15,LSU Shreveport,Steph. F. Austin,28,32,36,56,64,88,0,1
11/22/15,Portland State,UTRGV,40,22,39,39,79,61,1,0
11/22/15,Tennessee-Martin,James Madison,37,31,41,44,78,75,1,0
11/22/15,Mississippi,Seton Hall,31,30,32,45,63,75,0,1
11/22/15,Wisconsin,VCU,37,43,37,30,74,73,1,0
11/22/15,Jackson State,Arkansas State,41,35,28,43,69,78,0,1
11/22/15,Robert Morris,Air Force,22,21,30,43,52,64,0,1
11/22/15,Oakland,Colorado State,43,41,46,54,89,95,0,1
11/22/15,Lehigh,Columbia,22,41,39,47,61,88,0,1
11/22/15,Wyoming,Montana State,31,30,51,53,82,83,0,1
11/22/15,Yale,SMU,40,32,29,39,69,71,0,1
11/22/15,Appalachian St.,Tulane,17,45,31,31,48,76,0,1
11/22/15,Austin Peay,Northern Colo.,39,38,52,38,91,76,1,0
11/22/15,Jacksonville St.,UAB,28,25,27,36,55,61,0,1
11/22/15,Fresno State,Rice,39,32,43,33,82,65,1,0
11/22/15,Antelope Valley,Loyola Marym't,29,43,33,43,62,86,0,1
11/22/15,Tulsa,Indiana State,31,36,36,23,67,59,1,0
11/22/15,North Dakota,FGCU,31,28,29,45,60,73,0,1
11/22/15,Southeastern La.,Nebraska,16,53,49,39,65,92,0,1
11/22/15,Oklahoma State,Long Beach St.,49,34,33,43,82,77,1,0
11/22/15,Army West Point,Geo. Washington,35,46,46,46,81,92,0,1
11/22/15,Buffalo,Vermont,29,30,48,41,77,71,1,0
11/22/15,Hofstra,South Carolina,39,46,45,48,84,94,0,1
11/22/15,Alcorn State,UTEP,26,36,40,52,66,88,0,1
11/22/15,Abilene Christian,Portland,15,48,42,39,57,87,0,1
11/22/15,Stanford,St. Mary's (Cal.),37,33,24,45,61,78,0,1
11/22/15,N.C. Central,LIU Brooklyn,38,34,39,44,77,78,0,1
11/22/15,Goucher,Navy,24,26,23,50,47,76,0,1
11/22/15,Florida Atlantic,Lipscomb,23,32,42,47,65,79,0,1
11/22/15,Gardner-Webb,Tennessee,37,41,27,48,64,89,0,1
11/22/15,Missouri State,Mississippi St.,27,45,43,39,70,84,0,1
11/22/15,Old Dominion,Saint Joseph's,31,30,33,36,64,66,0,1
11/22/15,Nicholls State,Hawaii,28,54,46,45,74,99,0,1
11/22/15,Harvard,Boston College,20,16,36,53,56,69,0,1
11/23/15,Eastern Mich.,Michigan State,25,40,40,49,65,89,0,1
11/23/15,Chattanooga,Iowa State,29,44,34,39,63,83,0,1
11/23/15,Kansas,Chaminade,53,33,70,39,123,72,1,0
11/23/15,Northwestern,North Carolina,36,43,33,37,69,80,0,1
11/23/15,Wake Forest,Indiana,50,45,32,33,82,78,1,0
11/23/15,Sam Houston St.,California,29,44,34,45,63,89,0,1
11/23/15,St. John's ,Vanderbilt,24,53,31,39,55,92,0,1
11/23/15,LSU,Marquette,34,36,46,45,80,81,0,1
11/23/15,Northern Kentucky,Xavier,35,44,31,34,66,78,0,1
11/23/15,Norfolk State,DePaul,31,38,47,44,78,82,0,1
11/23/15,Duquesne,Pepperdine,21,36,49,48,70,84,0,1
11/23/15,North Dakota,Youngstown St.,31,34,38,45,69,79,0,1
11/23/15,Belmont,South Alabama,46,47,52,38,98,85,1,0
11/23/15,Ohio,Florida State,38,45,43,45,81,90,0,1
11/23/15,Western Ky.,Drake,40,32,28,36,11,13,0,1
11/23/15,Troy,Samford,35,44,44,39,79,83,0,1
11/23/15,IUPUI,Kennesaw State,28,30,35,41,63,71,0,1
11/23/15,NJIT,Providence,27,37,49,46,76,83,0,1
11/23/15,Indiana State,Hofstra,32,22,35,44,67,66,1,0
11/23/15,Mercer,Davidson,31,36,40,41,71,77,0,1
11/23/15,Lafayette,La Salle,41,44,34,39,75,83,0,1
11/23/15,Bowling Green,FGCU,35,25,47,52,82,77,1,0
11/23/15,Missouri,Kansas State,14,31,28,35,42,66,0,1
11/23/15,Goldey-Beacom,Morgan State,28,33,32,35,60,68,0,1
11/23/15,Rochester (Mich.),Western Mich.,30,31,43,54,73,85,0,1
11/23/15,Michigan-Dearborn,Detroit,34,62,36,60,70,122,0,1
11/23/15,Thomas (Ga.),Jacksonville,28,32,36,60,64,92,0,1
11/23/15,Bethune-Cookman,West Virginia,22,45,22,52,44,97,0,1
11/23/15,Chestnut Hill,Coppin State,40,46,35,46,75,92,0,1
11/23/15,Fort Valley St.,Stetson,34,49,38,52,72,101,0,1
11/23/15,Savannah State,Baylor,33,51,28,49,61,100,0,1
11/23/15,Chicago State,Illinois,40,32,39,50,79,82,0,1
11/23/15,William Carey,Southern Miss,50,33,34,45,84,78,1,0
11/23/15,Weber State,Cent. Michigan,24,30,39,30,63,60,1,0
11/23/15,Penn St. H'burg,Cornell,25,36,22,40,47,76,0,1
11/23/15,Idaho,North Texas,32,32,33,31,65,63,1,0
11/23/15,Texas-Arlington,Memphis,31,21,37,43,68,64,1,0
11/23/15,San Diego Christian,Northern Ariz.,24,36,41,45,65,81,0,1
11/23/15,St. Edward's,Texas A&M-C.C.;,22,35,28,43,50,78,0,1
11/23/15,NC State,Arizona State,38,40,38,39,76,79,0,1
11/23/15,Conc. Portland,Boise State,23,46,30,54,53,100,0,1
11/23/15,CSUN,USC,26,46,35,50,61,96,0,1
11/23/15,Tulsa,South Carolina,29,38,46,45,75,83,0,1
11/23/15,Massachusetts,Clemson,44,22,38,43,82,65,1,0
11/23/15,Notre Dame de Namur,Pacific,22,33,22,46,44,79,0,1
11/23/15,Santa Clara,UC Irvine,19,35,42,44,61,79,0,1
11/23/15,East Carolina,San Diego State,21,44,33,35,54,79,0,1
11/23/15,Eastern Wash.,Seattle,22,19,30,39,52,58,0,1
11/23/15,UNLV,UCLA,35,41,40,36,75,77,0,1
11/23/15,Rutgers,Creighton,43,40,32,45,75,85,0,1
11/23/15,Milwaukee,Murray State,31,24,32,42,63,66,0,1
11/24/15,Boston U.,Kentucky,33,40,29,42,62,82,0,1
11/24/15,Illinois State,Maryland,30,31,36,46,66,77,0,1
11/24/15,Kansas,UCLA,59,33,33,40,92,73,1,0
11/24/15,Incarnate Word,Oklahoma,23,54,40,42,63,96,0,1
11/24/15,Kansas State,North Carolina,32,30,38,50,70,80,0,1
11/24/15,St. John's ,Indiana,31,42,42,41,73,83,0,1
11/24/15,Vanderbilt,Wake Forest,43,28,43,36,86,64,1,0
11/24/15,LSU,NC State,31,33,34,32,7,18,0,1
11/24/15,Southeastern La.,Cincinnati,22,30,27,34,49,64,0,1
11/24/15,Cent. Michigan,Western Ky.,19,36,41,52,60,88,0,1
11/24/15,South Dakota St.,Houston Baptist,50,33,42,35,92,68,1,0
11/24/15,South Alabama,IUPUI,39,37,39,31,78,68,1,0
11/24/15,UNLV,Chaminade,33,37,60,36,93,73,1,0
11/24/15,Fairfield,Md.-East. Shore,47,26,66,48,113,74,1,0
11/24/15,Belmont,Kennesaw State,41,29,39,26,80,55,1,0
11/24/15,TCU,Rhode Island,28,31,32,35,60,66,0,1
11/24/15,Idaho,Troy,29,26,40,37,69,63,1,0
11/24/15,Radford,Penn State,37,34,49,40,86,74,1,0
11/24/15,Pepperdine,Murray State,28,26,27,33,55,59,0,1
11/24/15,Albany,South Florida,33,33,28,30,61,63,0,1
11/24/15,Winthrop,S.C. Upstate,29,33,50,45,79,78,1,0
11/24/15,New Hampshire,Brown,43,32,45,45,88,77,1,0
11/24/15,Jackson State,Tennessee Tech,36,33,35,38,11,15,0,1
11/24/15,Coastal Caro.,Charleston,28,27,39,34,67,61,1,0
11/24/15,Mt. St. Joseph,Wright State,12,31,40,35,52,66,0,1
11/24/15,Army West Point,Tennessee,36,40,44,55,80,95,0,1
11/24/15,Wofford,Columbia,27,24,32,46,59,70,0,1
11/24/15,Binghamton,Cent. Conn. St.,32,31,49,44,81,75,1,0
11/24/15,Niagara,Hartford,27,39,46,38,73,77,0,1
11/24/15,Marshall,Morehead State,27,38,34,47,61,85,0,1
11/24/15,Siena,Bucknell,37,36,30,31,16,14,0,1
11/24/15,East. Mennonite,James Madison,29,53,45,53,74,106,0,1
11/24/15,St. Francis (B'klyn),Louisville,24,43,17,42,41,85,0,1
11/24/15,IPFW,Miami (Ohio),22,22,35,31,57,53,1,0
11/24/15,N.C. A&T;,Virginia Tech,32,46,28,44,60,90,0,1
11/24/15,Presbyterian,VMI,38,30,23,46,61,76,0,1
11/24/15,St. Bonaventure,Canisius,41,38,36,35,77,73,1,0
11/24/15,Fairleigh D'son,Delaware,29,37,43,36,72,73,0,1
11/24/15,Stony Brook,Loyola (Md.),42,30,34,33,76,63,1,0
11/24/15,Hiwassee,Western Caro.,21,30,42,58,63,88,0,1
11/24/15,East Tenn. St.,Charleston So.,31,44,45,33,76,77,0,1
11/24/15,N.C. Central,Quinnipiac,27,31,32,38,59,69,0,1
11/24/15,Northwestern,Missouri,38,24,29,38,67,62,1,0
11/24/15,Southeast Mo. St.,UTRGV,42,36,32,47,74,83,0,1
11/24/15,Louisiana Tech,Ohio State,42,38,40,36,82,74,1,0
11/24/15,Roosevelt,Illinois-Chicago,37,49,21,47,58,96,0,1
11/24/15,Campbell,SIUE,39,41,38,33,77,74,1,0
11/24/15,South Dakota Mines,South Dakota,25,40,38,43,63,83,0,1
11/24/15,Reinhardt,Tennessee State,20,44,41,33,61,77,0,1
11/24/15,Dillard,Southern Univ.,30,39,35,40,65,79,0,1
11/24/15,Akron,Green Bay,33,33,30,33,63,66,0,1
11/24/15,Colgate,Fordham,27,38,31,46,58,84,0,1
11/24/15,Oakland,Southern Ill.,40,43,48,54,88,97,0,1
11/24/15,North Florida,Saint Louis,32,33,25,37,57,70,0,1
11/24/15,Ark.-Pine Bluff,Nebraska,16,34,28,33,44,67,0,1
11/24/15,Marquette,Arizona State,33,36,34,31,11,6,0,1
11/24/15,Samford,North Texas,37,30,37,42,74,72,1,0
11/24/15,St. Francis (Pa.),Kent State,28,39,32,40,60,79,0,1
11/24/15,Weber State,Drake,33,28,41,30,74,58,1,0
11/24/15,Alabama A&M;,Jacksonville St.,41,35,32,34,73,69,1,0
11/24/15,CSU Fullerton,Southern Utah,28,20,52,46,80,66,1,0
